impd,date,year,gear,spp,tl,aged,age
PTSB,9/10/2018,2018,EF,Redear Sunfish,104,1,1
PTSB,9/10/2018,2018,EF,Redear Sunfish,112,1,1
PTSB,9/10/2018,2018,EF,Redear Sunfish,116,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,51,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,63,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,68,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,75,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,77,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,81,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,87,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,88,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,90,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,92,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,97,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,97,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,97,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,102,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,106,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,107,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,107,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,107,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,112,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,114,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,115,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,117,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,117,1,1
ZPCB,9/27/2018,2018,EF,Bluegill,120,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,77,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,78,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,79,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,81,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,82,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,83,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,90,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,90,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,90,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,92,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,97,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,98,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,102,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,105,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,107,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,111,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,112,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,116,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,117,1,1
ZPCB,9/27/2018,2018,EF,Redear Sunfish,133,1,1
GDCL,10/3/2017,2017,EF,Bluegill,122,1,2
GDCL,10/3/2017,2017,EF,Bluegill,130,1,2
GDCL,10/3/2017,2017,EF,Bluegill,132,1,2
GDCL,10/3/2017,2017,EF,Bluegill,146,1,2
GDCL,10/3/2017,2017,EF,Bluegill,157,1,2
GDCL,10/3/2017,2017,EF,Bluegill,157,1,2
GDCL,10/3/2017,2017,EF,Bluegill,165,1,2
HOCB,9/25/2018,2018,EF,Bluegill,64,1,2
HOCB,9/25/2018,2018,EF,Bluegill,70,1,2
HOCB,9/25/2018,2018,EF,Bluegill,102,1,2
HOCB,9/25/2018,2018,EF,Bluegill,106,1,2
HOCB,9/25/2018,2018,EF,Bluegill,108,1,2
HOCB,9/25/2018,2018,EF,Bluegill,113,1,2
HOCB,9/25/2018,2018,EF,Bluegill,115,1,2
HOCB,9/25/2018,2018,EF,Bluegill,118,1,2
HOCB,9/25/2018,2018,EF,Bluegill,121,1,2
HOCB,9/25/2018,2018,EF,Bluegill,123,1,2
HOCB,9/25/2018,2018,EF,Bluegill,126,1,2
HOCB,9/25/2018,2018,EF,Bluegill,126,1,2
HOCB,9/25/2018,2018,EF,Bluegill,128,1,2
HOCB,9/25/2018,2018,EF,Bluegill,133,1,2
HOCB,9/25/2018,2018,EF,Bluegill,135,1,2
HOCB,9/25/2018,2018,EF,Bluegill,135,1,2
HOCB,9/25/2018,2018,EF,Bluegill,136,1,2
HOCB,9/25/2018,2018,EF,Bluegill,142,1,2
JWSL,7/1/2017,2017,EF,Bluegill,84,1,2
JWSL,7/1/2017,2017,EF,Bluegill,87,1,2
JWSL,7/1/2017,2017,EF,Bluegill,88,1,2
JWSL,7/1/2017,2017,EF,Bluegill,88,1,2
JWSL,7/1/2017,2017,EF,Bluegill,95,1,2
JWSL,7/1/2017,2017,EF,Bluegill,95,1,2
JWSL,7/1/2017,2017,EF,Bluegill,97,1,2
JWSL,7/1/2017,2017,EF,Bluegill,98,1,2
JWSL,7/1/2017,2017,EF,Bluegill,98,1,2
JWSL,7/1/2017,2017,EF,Bluegill,100,1,2
JWSL,7/1/2017,2017,EF,Bluegill,102,1,2
JWSL,7/1/2017,2017,EF,Bluegill,105,1,2
JWSL,7/1/2017,2017,EF,Bluegill,105,1,2
JWSL,7/1/2017,2017,EF,Bluegill,106,1,2
JWSL,7/1/2017,2017,EF,Green Sunfish,124,1,2
JWSL,7/1/2017,2017,EF,Green Sunfish,186,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,104,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,112,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,115,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,115,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,118,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,119,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,121,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,122,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,122,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,126,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,128,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,128,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,128,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,130,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,131,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,132,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,132,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,137,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,140,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,142,1,2
JWSL,7/1/2017,2017,EF,Redear Sunfish,165,1,2
LXLX,9/28/2017,2017,EF,Bluegill,64,1,2
LXLX,9/28/2017,2017,EF,Bluegill,83,1,2
LXLX,9/28/2017,2017,EF,Bluegill,91,1,2
LXLX,9/28/2017,2017,EF,Bluegill,98,1,2
LXLX,9/28/2017,2017,EF,Bluegill,110,1,2
LXLX,9/28/2017,2017,EF,Bluegill,121,1,2
LXLX,9/28/2017,2017,EF,Bluegill,122,1,2
LXLX,9/28/2017,2017,EF,Bluegill,122,1,2
LXLX,9/28/2017,2017,EF,Bluegill,127,1,2
LXLX,9/28/2017,2017,EF,Bluegill,128,1,2
LXLX,9/28/2017,2017,EF,Bluegill,131,1,2
LXLX,9/28/2017,2017,EF,Bluegill,140,1,2
LXLX,9/28/2017,2017,EF,Redear Sunfish,198,1,2
MISL,9/28/2017,2017,EF,Bluegill,78,1,2
MISL,9/28/2017,2017,EF,Bluegill,122,1,2
MISL,9/28/2017,2017,EF,Bluegill,132,1,2
MISL,9/28/2017,2017,EF,Bluegill,139,1,2
MISL,9/28/2017,2017,EF,Bluegill,140,1,2
MISL,9/28/2017,2017,EF,Bluegill,140,1,2
MISL,9/28/2017,2017,EF,Bluegill,142,1,2
MISL,9/28/2017,2017,EF,Bluegill,145,1,2
MISL,9/28/2017,2017,EF,Bluegill,148,1,2
MISL,9/28/2017,2017,EF,Bluegill,152,1,2
MISL,9/28/2017,2017,EF,Bluegill,152,1,2
MISL,9/28/2017,2017,EF,Bluegill,160,1,2
POCL,9/24/2018,2018,EF,Bluegill,106,1,2
POCL,9/24/2018,2018,EF,Bluegill,109,1,2
POCL,9/24/2018,2018,EF,Bluegill,112,1,2
POCL,9/24/2018,2018,EF,Bluegill,115,1,2
POCL,9/24/2018,2018,EF,Bluegill,116,1,2
POCL,9/24/2018,2018,EF,Bluegill,119,1,2
POCL,9/24/2018,2018,EF,Bluegill,122,1,2
POCL,9/24/2018,2018,EF,Bluegill,123,1,2
POCL,9/24/2018,2018,EF,Bluegill,125,1,2
POCL,9/24/2018,2018,EF,Bluegill,126,1,2
POCL,9/24/2018,2018,EF,Bluegill,126,1,2
POCL,9/24/2018,2018,EF,Bluegill,134,1,2
POCL,9/24/2018,2018,EF,Bluegill,135,1,2
POCL,9/24/2018,2018,EF,Bluegill,135,1,2
POCL,9/24/2018,2018,EF,Bluegill,137,1,2
POCL,9/24/2018,2018,EF,Bluegill,140,1,2
POCL,9/24/2018,2018,EF,Bluegill,140,1,2
POCL,9/24/2018,2018,EF,Bluegill,142,1,2
POCL,9/24/2018,2018,EF,Bluegill,150,1,2
POCL,9/24/2018,2018,EF,Bluegill,153,1,2
POCL,9/24/2018,2018,EF,Bluegill,154,1,2
POCL,9/24/2018,2018,EF,Bluegill,165,1,2
POCL,9/24/2018,2018,EF,Bluegill,168,1,2
POCL,9/24/2018,2018,EF,Redear Sunfish,217,1,2
PTSB,9/10/2018,2018,EF,Bluegill,70,1,2
PTSB,9/10/2018,2018,EF,Bluegill,72,1,2
PTSB,9/10/2018,2018,EF,Bluegill,75,1,2
PTSB,9/10/2018,2018,EF,Bluegill,79,1,2
PTSB,9/10/2018,2018,EF,Bluegill,82,1,2
PTSB,9/10/2018,2018,EF,Bluegill,83,1,2
PTSB,9/10/2018,2018,EF,Bluegill,83,1,2
PTSB,9/10/2018,2018,EF,Bluegill,85,1,2
PTSB,9/10/2018,2018,EF,Bluegill,86,1,2
PTSB,9/10/2018,2018,EF,Bluegill,88,1,2
PTSB,9/10/2018,2018,EF,Bluegill,90,1,2
PTSB,9/10/2018,2018,EF,Bluegill,91,1,2
PTSB,9/10/2018,2018,EF,Bluegill,91,1,2
PTSB,9/10/2018,2018,EF,Bluegill,92,1,2
PTSB,9/10/2018,2018,EF,Bluegill,93,1,2
PTSB,9/10/2018,2018,EF,Bluegill,94,1,2
PTSB,9/10/2018,2018,EF,Bluegill,100,1,2
PTSB,9/10/2018,2018,EF,Bluegill,102,1,2
PTSB,9/10/2018,2018,EF,Bluegill,108,1,2
PTSB,9/10/2018,2018,EF,Bluegill,109,1,2
PTSB,9/10/2018,2018,EF,Bluegill,110,1,2
PTSB,9/10/2018,2018,EF,Bluegill,113,1,2
PTSB,9/10/2018,2018,EF,Bluegill,116,1,2
PTSB,9/10/2018,2018,EF,Bluegill,118,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,124,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,131,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,132,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,144,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,145,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,150,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,155,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,155,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,199,1,2
PTSB,9/10/2018,2018,EF,Redear Sunfish,200,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,125,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,125,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,138,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,143,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,145,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,152,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,153,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,153,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,154,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,156,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,156,1,2
ZPCB,9/27/2018,2018,EF,Bluegill,170,1,2
ZPCB,9/27/2018,2018,EF,Redear Sunfish,105,1,2
ZPCB,9/27/2018,2018,EF,Redear Sunfish,131,1,2
ZPCB,9/27/2018,2018,EF,Redear Sunfish,144,1,2
GDCL,10/3/2017,2017,EF,Bluegill,142,1,3
GDCL,10/3/2017,2017,EF,Bluegill,156,1,3
GDCL,10/3/2017,2017,EF,Bluegill,162,1,3
GDCL,10/3/2017,2017,EF,Bluegill,167,1,3
GDCL,10/3/2017,2017,EF,Bluegill,170,1,3
GDCL,10/3/2017,2017,EF,Bluegill,175,1,3
HOCB,9/25/2018,2018,EF,Bluegill,138,1,3
HOCB,9/25/2018,2018,EF,Bluegill,141,1,3
JWSL,7/1/2017,2017,EF,Bluegill,117,1,3
JWSL,7/1/2017,2017,EF,Bluegill,117,1,3
JWSL,7/1/2017,2017,EF,Bluegill,118,1,3
JWSL,7/1/2017,2017,EF,Bluegill,118,1,3
JWSL,7/1/2017,2017,EF,Bluegill,121,1,3
JWSL,7/1/2017,2017,EF,Bluegill,121,1,3
JWSL,7/1/2017,2017,EF,Bluegill,122,1,3
JWSL,7/1/2017,2017,EF,Bluegill,125,1,3
JWSL,7/1/2017,2017,EF,Bluegill,128,1,3
JWSL,7/1/2017,2017,EF,Bluegill,128,1,3
JWSL,7/1/2017,2017,EF,Bluegill,130,1,3
JWSL,7/1/2017,2017,EF,Bluegill,134,1,3
JWSL,7/1/2017,2017,EF,Bluegill,135,1,3
JWSL,7/1/2017,2017,EF,Bluegill,135,1,3
JWSL,7/1/2017,2017,EF,Bluegill,135,1,3
JWSL,7/1/2017,2017,EF,Bluegill,138,1,3
JWSL,7/1/2017,2017,EF,Bluegill,140,1,3
JWSL,7/1/2017,2017,EF,Bluegill,142,1,3
JWSL,7/1/2017,2017,EF,Bluegill,145,1,3
JWSL,7/1/2017,2017,EF,Bluegill,147,1,3
JWSL,7/1/2017,2017,EF,Bluegill,148,1,3
JWSL,7/1/2017,2017,EF,Bluegill,151,1,3
JWSL,7/1/2017,2017,EF,Bluegill,151,1,3
JWSL,7/1/2017,2017,EF,Bluegill,154,1,3
JWSL,7/1/2017,2017,EF,Bluegill,158,1,3
JWSL,7/1/2017,2017,EF,Green Sunfish,174,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,142,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,145,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,148,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,148,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,150,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,152,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,153,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,157,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,158,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,160,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,160,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,162,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,162,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,165,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,168,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,173,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,177,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,178,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,178,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,182,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,184,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,185,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,186,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,186,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,196,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,198,1,3
JWSL,7/1/2017,2017,EF,Redear Sunfish,202,1,3
LXLX,9/28/2017,2017,EF,Bluegill,130,1,3
LXLX,9/28/2017,2017,EF,Bluegill,139,1,3
LXLX,9/28/2017,2017,EF,Bluegill,143,1,3
LXLX,9/28/2017,2017,EF,Bluegill,145,1,3
LXLX,9/28/2017,2017,EF,Bluegill,146,1,3
LXLX,9/28/2017,2017,EF,Redear Sunfish,193,1,3
LXLX,9/28/2017,2017,EF,Redear Sunfish,196,1,3
LXLX,9/28/2017,2017,EF,Redear Sunfish,207,1,3
MISL,9/28/2017,2017,EF,Bluegill,141,1,3
MISL,9/28/2017,2017,EF,Bluegill,150,1,3
MISL,9/28/2017,2017,EF,Bluegill,161,1,3
MISL,9/28/2017,2017,EF,Bluegill,168,1,3
MISL,9/28/2017,2017,EF,Bluegill,171,1,3
MISL,9/28/2017,2017,EF,Bluegill,173,1,3
MISL,9/28/2017,2017,EF,Bluegill,175,1,3
MISL,9/28/2017,2017,EF,Bluegill,177,1,3
MISL,9/28/2017,2017,EF,Bluegill,184,1,3
MISL,9/28/2017,2017,EF,Redear Sunfish,155,1,3
POCL,9/24/2018,2018,EF,Bluegill,135,1,3
POCL,9/24/2018,2018,EF,Bluegill,146,1,3
POCL,9/24/2018,2018,EF,Bluegill,147,1,3
POCL,9/24/2018,2018,EF,Bluegill,158,1,3
POCL,9/24/2018,2018,EF,Bluegill,160,1,3
POCL,9/24/2018,2018,EF,Bluegill,164,1,3
PTSB,9/10/2018,2018,EF,Bluegill,103,1,3
PTSB,9/10/2018,2018,EF,Bluegill,112,1,3
PTSB,9/10/2018,2018,EF,Bluegill,113,1,3
PTSB,9/10/2018,2018,EF,Bluegill,120,1,3
PTSB,9/10/2018,2018,EF,Bluegill,126,1,3
PTSB,9/10/2018,2018,EF,Bluegill,127,1,3
PTSB,9/10/2018,2018,EF,Bluegill,130,1,3
PTSB,9/10/2018,2018,EF,Bluegill,132,1,3
PTSB,9/10/2018,2018,EF,Bluegill,133,1,3
PTSB,9/10/2018,2018,EF,Bluegill,133,1,3
PTSB,9/10/2018,2018,EF,Bluegill,135,1,3
PTSB,9/10/2018,2018,EF,Bluegill,144,1,3
PTSB,9/10/2018,2018,EF,Bluegill,146,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,97,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,155,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,160,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,173,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,180,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,182,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,189,1,3
PTSB,9/10/2018,2018,EF,Redear Sunfish,199,1,3
ZPCB,9/27/2018,2018,EF,Bluegill,129,1,3
ZPCB,9/27/2018,2018,EF,Redear Sunfish,88,1,3
GDCL,10/3/2017,2017,EF,Bluegill,140,1,4
GDCL,10/3/2017,2017,EF,Bluegill,155,1,4
GDCL,10/3/2017,2017,EF,Bluegill,180,1,4
GDCL,10/3/2017,2017,EF,Bluegill,182,1,4
GDCL,10/3/2017,2017,EF,Bluegill,182,1,4
HOCB,9/25/2018,2018,EF,Bluegill,148,1,4
JWSL,7/1/2017,2017,EF,Bluegill,110,1,4
JWSL,7/1/2017,2017,EF,Bluegill,160,1,4
JWSL,7/1/2017,2017,EF,Bluegill,175,1,4
JWSL,7/1/2017,2017,EF,Bluegill,176,1,4
JWSL,7/1/2017,2017,EF,Bluegill,181,1,4
JWSL,7/1/2017,2017,EF,Bluegill,192,1,4
JWSL,7/1/2017,2017,EF,Redear Sunfish,165,1,4
JWSL,7/1/2017,2017,EF,Redear Sunfish,198,1,4
MISL,9/28/2017,2017,EF,Bluegill,152,1,4
MISL,9/28/2017,2017,EF,Bluegill,160,1,4
MISL,9/28/2017,2017,EF,Bluegill,178,1,4
MISL,9/28/2017,2017,EF,Bluegill,183,1,4
MISL,9/28/2017,2017,EF,Bluegill,185,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,162,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,162,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,165,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,169,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,170,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,173,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,174,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,174,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,176,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,180,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,180,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,185,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,185,1,4
MISL,9/28/2017,2017,EF,Redear Sunfish,189,1,4
PTSB,9/10/2018,2018,EF,Bluegill,133,1,4
PTSB,9/10/2018,2018,EF,Bluegill,134,1,4
PTSB,9/10/2018,2018,EF,Bluegill,140,1,4
PTSB,9/10/2018,2018,EF,Bluegill,151,1,4
PTSB,9/10/2018,2018,EF,Bluegill,152,1,4
PTSB,9/10/2018,2018,EF,Bluegill,157,1,4
PTSB,9/10/2018,2018,EF,Bluegill,158,1,4
PTSB,9/10/2018,2018,EF,Bluegill,160,1,4
PTSB,9/10/2018,2018,EF,Bluegill,161,1,4
PTSB,9/10/2018,2018,EF,Redear Sunfish,174,1,4
ZPCB,9/27/2018,2018,EF,Bluegill,155,1,4
GDCL,10/3/2017,2017,EF,Bluegill,169,1,5
JWSL,7/1/2017,2017,EF,Bluegill,192,1,5
JWSL,7/1/2017,2017,EF,Redear Sunfish,214,1,5
JWSL,7/1/2017,2017,EF,Redear Sunfish,216,1,5
JWSL,7/1/2017,2017,EF,Redear Sunfish,218,1,5
JWSL,7/1/2017,2017,EF,Redear Sunfish,222,1,5
JWSL,7/1/2017,2017,EF,Redear Sunfish,222,1,5
MISL,9/28/2017,2017,EF,Bluegill,150,1,5
MISL,9/28/2017,2017,EF,Redear Sunfish,166,1,5
MISL,9/28/2017,2017,EF,Redear Sunfish,190,1,5
POCL,9/24/2018,2018,EF,Bluegill,165,1,5
POCL,9/24/2018,2018,EF,Bluegill,171,1,5
GDCL,10/3/2017,2017,EF,Bluegill,184,1,6
LXLX,9/28/2017,2017,EF,Redear Sunfish,251,1,7
GDCL,10/3/2017,2017,EF,Bluegill,77,0,
HOCB,9/25/2018,2018,EF,Bluegill,112,0,
JWSL,7/1/2017,2017,EF,Bluegill,88,0,
LXLX,9/28/2017,2017,EF,Bluegill,91,0,
MISL,9/28/2017,2017,EF,Bluegill,81,0,
MISL,9/28/2017,2017,EF,Bluegill,116,0,
MISL,9/28/2017,2017,EF,Redear Sunfish,147,0,
POCL,9/24/2018,2018,EF,Bluegill,156,0,
PTSB,9/10/2018,2018,EF,Bluegill,75,0,
PTSB,9/10/2018,2018,EF,Bluegill,93,0,
PTSB,9/10/2018,2018,EF,Bluegill,127,0,
ZPCB,9/27/2018,2018,EF,Bluegill,87,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,127,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,127,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,128,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,141,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,142,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,143,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,146,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,151,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,151,0,
ZPCB,9/27/2018,2018,EF,Redear Sunfish,154,0,
GDCL,10/3/2017,2017,EF,Bluegill,55,0,
GDCL,10/3/2017,2017,EF,Bluegill,78,0,
GDCL,10/3/2017,2017,EF,Bluegill,82,0,
GDCL,10/3/2017,2017,EF,Bluegill,84,0,
GDCL,10/3/2017,2017,EF,Bluegill,85,0,
GDCL,10/3/2017,2017,EF,Bluegill,86,0,
GDCL,10/3/2017,2017,EF,Bluegill,88,0,
GDCL,10/3/2017,2017,EF,Bluegill,89,0,
GDCL,10/3/2017,2017,EF,Bluegill,90,0,
GDCL,10/3/2017,2017,EF,Bluegill,90,0,
GDCL,10/3/2017,2017,EF,Bluegill,91,0,
GDCL,10/3/2017,2017,EF,Bluegill,91,0,
GDCL,10/3/2017,2017,EF,Bluegill,91,0,
GDCL,10/3/2017,2017,EF,Bluegill,91,0,
GDCL,10/3/2017,2017,EF,Bluegill,92,0,
GDCL,10/3/2017,2017,EF,Bluegill,92,0,
GDCL,10/3/2017,2017,EF,Bluegill,92,0,
GDCL,10/3/2017,2017,EF,Bluegill,92,0,
GDCL,10/3/2017,2017,EF,Bluegill,92,0,
GDCL,10/3/2017,2017,EF,Bluegill,93,0,
GDCL,10/3/2017,2017,EF,Bluegill,95,0,
GDCL,10/3/2017,2017,EF,Bluegill,97,0,
GDCL,10/3/2017,2017,EF,Bluegill,97,0,
GDCL,10/3/2017,2017,EF,Bluegill,98,0,
GDCL,10/3/2017,2017,EF,Bluegill,98,0,
GDCL,10/3/2017,2017,EF,Bluegill,98,0,
GDCL,10/3/2017,2017,EF,Bluegill,98,0,
GDCL,10/3/2017,2017,EF,Bluegill,99,0,
GDCL,10/3/2017,2017,EF,Bluegill,100,0,
GDCL,10/3/2017,2017,EF,Bluegill,100,0,
GDCL,10/3/2017,2017,EF,Bluegill,100,0,
GDCL,10/3/2017,2017,EF,Bluegill,100,0,
GDCL,10/3/2017,2017,EF,Bluegill,101,0,
GDCL,10/3/2017,2017,EF,Bluegill,101,0,
GDCL,10/3/2017,2017,EF,Bluegill,101,0,
GDCL,10/3/2017,2017,EF,Bluegill,102,0,
GDCL,10/3/2017,2017,EF,Bluegill,102,0,
GDCL,10/3/2017,2017,EF,Bluegill,102,0,
GDCL,10/3/2017,2017,EF,Bluegill,102,0,
GDCL,10/3/2017,2017,EF,Bluegill,102,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,103,0,
GDCL,10/3/2017,2017,EF,Bluegill,104,0,
GDCL,10/3/2017,2017,EF,Bluegill,104,0,
GDCL,10/3/2017,2017,EF,Bluegill,104,0,
GDCL,10/3/2017,2017,EF,Bluegill,104,0,
GDCL,10/3/2017,2017,EF,Bluegill,105,0,
GDCL,10/3/2017,2017,EF,Bluegill,105,0,
GDCL,10/3/2017,2017,EF,Bluegill,105,0,
GDCL,10/3/2017,2017,EF,Bluegill,105,0,
GDCL,10/3/2017,2017,EF,Bluegill,107,0,
GDCL,10/3/2017,2017,EF,Bluegill,107,0,
GDCL,10/3/2017,2017,EF,Bluegill,107,0,
GDCL,10/3/2017,2017,EF,Bluegill,108,0,
GDCL,10/3/2017,2017,EF,Bluegill,108,0,
